Species,URL
Staphylococcus aureus subsp. aureus USA300_FPR3757(18),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=451515
Staphylococcus aureus subsp. aureus USA300_TCH1516(24),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=451516
Staphylococcus aureus subsp. aureus USA300_TCH959(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=450394
Staphylococcus aureus subsp. aureus str. JKD6008(15),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=546342
Staphylococcus aureus subsp. aureus str. JKD6009(15),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=546343
Staphylococcus aureus subsp. aureus str. Newman(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=426430
Staphylococcus auricularis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29379
Staphylococcus capitis(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29388
Staphylococcus capitis SK14(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=553212
Staphylococcus carnosus subsp. carnosus TM300(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=396513
Staphylococcus chromogenes(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=46126
Staphylococcus cohnii(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29382
Staphylococcus epidermidis(40),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1282
Staphylococcus epidermidis ATCC 12228(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=176280
Staphylococcus epidermidis RP62A(31),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=176279
Staphylococcus equorum(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=246432
Staphylococcus equorum subsp. equorum(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29383
Staphylococcus haemolyticus(21),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1283
Staphylococcus haemolyticus JCSC1435(23),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=279808
Staphylococcus hominis(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1290
Staphylococcus hominis SK119(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=629742
Staphylococcus hyicus(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1284
Staphylococcus intermedius(13),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1285
Staphylococcus kloosii(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29384
Staphylococcus lentus(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=42858
Staphylococcus pseudintermedius(9),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=283734
Staphylococcus saprophyticus(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29385
Staphylococcus saprophyticus subsp. saprophyticus(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=147452
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305(11),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=342451
Staphylococcus sciuri(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1296
Staphylococcus simulans(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1286
Staphylococcus sp.(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=29387
Staphylococcus sp. 693-2(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=373067
Staphylococcus sp. LM2-P1-37(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=411601
Staphylococcus sp. LM2-P2-25(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=411603
Staphylococcus sp. ST94(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=126832
Staphylococcus vitulinus(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=71237
Staphylococcus warneri(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1292
Staphylococcus warneri L37603(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=596319
Staphylococcus xylosus(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1288
Abiotrophia defectiva ATCC 49176(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=592010
Aerococcus viridans(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1377
Carnobacterium sp. AT7(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=333990
Granulicatella adiacens(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=46124
Enterococcus avium(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=33945
Enterococcus casseliflavus(17),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=37734
Enterococcus durans(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=53345
Enterococcus faecalis(160),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1351
Enterococcus faecalis ATCC 29200(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525271
Enterococcus faecalis HH22(15),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=491075
Enterococcus faecalis TUSoD Ef11(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=553209
Enterococcus faecalis TX0104(30),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=491074
Enterococcus faecalis TX1332(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525278
Enterococcus faecalis V583(24),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=226185
Enterococcus faecium(262),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1352
Enterococcus faecium DO(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=333849
Enterococcus gallinarum(31),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1353
Enterococcus hirae(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1354
Enterococcus raffinosus(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=71452
Enterococcus sp.(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=35783
Enterococcus sp. 130(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=184735
Enterococcus sp. 2A1-6(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=338364
uncultured Enterococcus sp.(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=167972
Lactobacillus acidophilus ATCC 4796(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525306
Lactobacillus alimentarius(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1602
Lactobacillus brevis subsp. gravesensis ATCC 27305(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525310
Lactobacillus buchneri ATCC 11577(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525318
Lactobacillus crispatus(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=47770
Lactobacillus curvatus(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=28038
Lactobacillus fermentum(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1613
Lactobacillus fermentum ATCC 14931(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525325
Lactobacillus fermentum IFO 3956(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=334390
Lactobacillus johnsonii(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=33959
Lactobacillus paracasei(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1597
Lactobacillus paracasei subsp. paracasei 8700:2(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=537973
Lactobacillus paracasei subsp. paracasei ATCC 25302(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525337
Lactobacillus plantarum(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1590
Lactobacillus plantarum WCFS1(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=220668
Lactobacillus plantarum subsp. plantarum ATCC 14917(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525338
Lactobacillus reuteri(15),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1598
Lactobacillus reuteri CF48-3A(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525341
Lactobacillus reuteri MM2-3(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=585517
Lactobacillus reuteri SD2112(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=491077
Lactobacillus ruminis ATCC 25644(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525362
Lactobacillus sakei(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1599
Lactobacillus sakei subsp. carnosus(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=214325
Lactobacillus sakei subsp. sakei(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=214326
Lactobacillus salivarius(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1624
Lactobacillus vaginalis ATCC 49540(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=525366
Pediococcus acidilactici(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1254
Oenococcus oeni PSU-1(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=203123
Lactococcus garvieae(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1363
Lactococcus lactis(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1358
Lactococcus lactis subsp. cremoris(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1359
Lactococcus lactis subsp. cremoris MG1363(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=416870
Lactococcus lactis subsp. cremoris SK11(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=272622
Lactococcus lactis subsp. lactis(17),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1360
Lactococcus lactis subsp. lactis Il1403(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=272623
Lactococcus sp. LP-P1-2(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=403772
Streptococcus agalactiae(21),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1311
Streptococcus agalactiae 2603V/R(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=208435
Streptococcus agalactiae 515(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=342614
Streptococcus agalactiae CJB111(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=342617
Streptococcus agalactiae COH1(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=342616
Streptococcus anginosus(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1328
Streptococcus australis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=113107
Streptococcus cristatus(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=45634
Streptococcus dysgalactiae subsp. equisimilis(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=119602
Streptococcus equinus(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1335
Streptococcus gallolyticus(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=315405
Streptococcus gordonii(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1302
Streptococcus hyointestinalis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1337
Streptococcus infantis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=68892
Streptococcus intermedius(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1338
Streptococcus lutetiensis(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=150055
Streptococcus mitis(14),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=28037
Streptococcus mitis B6(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=365659
Streptococcus mutans(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1309
Streptococcus oralis(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1303
Streptococcus parasanguinis(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1318
Streptococcus parauberis(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1348
Streptococcus pasteurianus(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=197614
Streptococcus pneumoniae(720),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1313
Streptococcus pneumoniae 70585(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=488221
Streptococcus pneumoniae ATCC 700669(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=561276
Streptococcus pneumoniae CCRI 1974(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=570507
Streptococcus pneumoniae CCRI 1974M2(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=574965
Streptococcus pneumoniae CDC0288-04(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=453364
Streptococcus pneumoniae CDC1087-00(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=453361
Streptococcus pneumoniae CDC1873-00(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=453362
Streptococcus pneumoniae CDC3059-06(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=453365
Streptococcus pneumoniae CGSP14(16),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=516950
Streptococcus pneumoniae D39(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=373153
Streptococcus pneumoniae G54(9),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=512566
Streptococcus pneumoniae Hungary19A-6(10),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=487214
Streptococcus pneumoniae JJA(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=488222
Streptococcus pneumoniae MLV-016(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=453366
Streptococcus pneumoniae P1031(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=488223
Streptococcus pneumoniae R6(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=171101
Streptococcus pneumoniae SP11-BS70(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406559
Streptococcus pneumoniae SP14-BS69(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406560
Streptococcus pneumoniae SP18-BS74(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406561
Streptococcus pneumoniae SP19-BS75(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406562
Streptococcus pneumoniae SP195(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=453363
Streptococcus pneumoniae SP23-BS72(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406563
Streptococcus pneumoniae SP3-BS71(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406556
Streptococcus pneumoniae SP6-BS73(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406557
Streptococcus pneumoniae SP9-BS68(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=406558
Streptococcus pneumoniae TIGR4(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=170187
Streptococcus pneumoniae Taiwan19F-14(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=487213
Streptococcus pyogenes(108),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1314
Streptococcus pyogenes MGAS10394(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=286636
Streptococcus pyogenes MGAS10750(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=370554
Streptococcus pyogenes MGAS2096(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=370553
Streptococcus pyogenes SS1447(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=562017
Streptococcus salivarius(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1304
Streptococcus salivarius SK126(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=596322
Streptococcus sanguinis(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1305
Streptococcus sp. 'group G'(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1320
Streptococcus sp. 6(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=184736
Streptococcus sp. B7-29(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=344341
Streptococcus sp. CJ(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=399968
Streptococcus suis(32),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1307
Streptococcus suis 05ZYH33(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=391295
Streptococcus suis 89/1591(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=286604
Streptococcus suis 98HAH33(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=391296
Streptococcus suis SC84(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=568813
Streptococcus thermophilus(5),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1308
Streptococcus uberis(15),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1349
Streptococcus viridans(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=78535
Clostridium acetobutylicum(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1488
Clostridium bartlettii DSM 16795(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=445973
Clostridium beijerinckii NCIMB 8052(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=290402
Clostridium botulinum A str. ATCC 19397(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=441770
Clostridium botulinum A str. ATCC 3502(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=413999
Clostridium botulinum A str. Hall(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=441771
Clostridium botulinum A2 str. Kyoto(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=536232
Clostridium botulinum A3 str. Loch Maree(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=498214
Clostridium botulinum B str. Eklund 17B(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=508765
Clostridium botulinum B1 str. Okra(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=498213
Clostridium botulinum Ba4 str. 657(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=515621
Clostridium botulinum Bf(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=445336
Clostridium botulinum C str. Eklund(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=445337
Clostridium botulinum E3 str. Alaska E43(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=508767
Clostridium botulinum F str. Langeland(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=441772
Clostridium botulinum NCTC 2916(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=445335
Clostridium butyricum(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1492
Clostridium butyricum 5521(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=447214
Clostridium butyricum E4 str. BoNT E BL5262(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=632245
Clostridium difficile(18),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1496
Clostridium difficile 630(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=272563
Clostridium difficile QCD-32g58(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=367459
Clostridium hathewayi(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=154046
Clostridium hiranonis DSM 13275(8),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=500633
Clostridium kluyveri DSM 555(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=431943
Clostridium kluyveri NBRC 12016(6),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=583346
Clostridium leptum DSM 753(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=428125
Clostridium methylpentosum DSM 5476(2),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=537013
Clostridium nexile DSM 1787(12),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=500632
Clostridium novyi NT(3),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=386415
Clostridium perfringens(24),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=1502
Clostridium perfringens ATCC 13124(1),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=195103
Clostridium perfringens C str. JGS1495(4),http://ardb.cbcb.umd.edu/cgi/ssquery.cgi?db=L&amp;gn=a&amp;sp=445334
